name,record,weight_class,nick_name
Hayato Sakurai,16-3-2 (W-L-D),Welterweight,"""Mach"""
Justin Salas,12-7-0 (W-L-D),Lightweight,"""J-Bomb"""
Ivan Salaverry,12-6-1 (W-L-D),Middleweight,
Roman Salazar,9-4-0 (W-L-D),Bantamweight,"""El Gallito"""
Luis Saldana,16-7-1 (W-L-D),Featherweight,
Muslim Salikhov,21-5-0 (W-L-D),Welterweight,"""King of Kung Fu"""
Quillan Salkilld,9-1-0 (W-L-D),Lightweight,
Boston Salmon,6-3-0 (W-L-D),Bantamweight,"""Boom Boom"""
Sean Salmon,9-3-0 (W-L-D),Light Heavyweight,
John Salter,5-2-0 (W-L-D),Middleweight,
Dylan Salvador,0-1-0 (W-L-D),Lightweight,
Vinicius Salvador,14-7-0 (W-L-D),Bantamweight,
Josh Samman,12-5-0 (W-L-D),Middleweight,"""Anqa"""
Josh Sampo,11-5-0 (W-L-D),Flyweight,"""The Gremlin"""
Joby Sanchez,11-4-0 (W-L-D),Bantamweight,
Andrew Sanchez,13-7-0 (W-L-D),Middleweight,"""El Dirte"""
Roberto Sanchez,8-2-0 (W-L-D),Flyweight,"""Littlefury"""
Julian Sanchez,0-0-0 (W-L-D),N/A,
Eddie Sanchez,10-3-0 (W-L-D),Heavyweight,"""The Manic Hispanic"""
Diego Sanchez,32-13-0 (W-L-D),Welterweight,"""Nightmare"""
Jerrod Sanders,15-3-0 (W-L-D),Bantamweight,"""J-Reazie"""
Luke Sanders,13-5-0 (W-L-D),Featherweight,"""Cool Hand"""
Jesse Sanders,21-5-0 (W-L-D),Welterweight,"""Iron Jaw"""
Cory Sandhagen,18-5-0 (W-L-D),Bantamweight,
Hector Sandoval,14-4-0 (W-L-D),Flyweight,"""Kid Alex"""
Joseph Sandoval,6-2-0 (W-L-D),Bantamweight,
Chris Sanford,0-0-0 (W-L-D),Middleweight,
Roldan Sangcha-an,4-2-0 (W-L-D),Flyweight,"""The Executioner"""
Martin Sano,4-3-0 (W-L-D),Welterweight,"""Spartan"""
Duda Santana,3-1-0 (W-L-D),Women's Bantamweight,"""Cowboyzinha"""
Shaheen Santana,0-1-0 (W-L-D),Lightweight,
Sean Santella,0-0-0 (W-L-D),Flyweight,"""Shorty Rock"""
Mike Santiago,21-12-0 (W-L-D),Featherweight,"""Little Bully"""
Jorge Santiago,23-11-0 (W-L-D),Welterweight,"""The Sandman"""
Will Santiago,9-6-0 (W-L-D),Middleweight,"""The Brown Bomber"""
Richie Santiago,7-1-0 (W-L-D),Bantamweight,"""The Milford Mauler"""
Art Santore,14-6-0 (W-L-D),Middleweight,
Taila Santos,19-3-0 (W-L-D),Women's Flyweight,
Bruno Santos,14-2-0 (W-L-D),Middleweight,"""Carioca"""
Iliarde Santos,27-9-1 (W-L-D),Flyweight,
Leonardo Santos,18-7-1 (W-L-D),Lightweight,
Paulo Santos,0-0-0 (W-L-D),Lightweight,
Adriano Santos,0-0-0 (W-L-D),Middleweight,
Thiago Santos,22-11-0 (W-L-D),Light Heavyweight,"""Marreta"""
Yana Santos,16-8-0 (W-L-D),Women's Bantamweight,
Djorden Santos,10-2-0 (W-L-D),Middleweight,"""Shakur"""
Gabriel Santos,12-2-0 (W-L-D),Featherweight,"""Mosquitinho"""
Luana Santos,9-2-0 (W-L-D),Women's Bantamweight,
Daniel Santos,13-2-0 (W-L-D),Featherweight,"""Willycat"""
Edivan Santos,0-1-0 (W-L-D),Heavyweight,
Marilia Santos,0-0-0 (W-L-D),Women's Flyweight,
Mairon Santos,17-1-0 (W-L-D),Lightweight,"""""The Legend"""""
Joilton Lutterbach,38-9-0 (W-L-D),Middleweight,"""Peregrino"""
Nick Sanzo,0-0-0 (W-L-D),Lightweight,
Jeka Saragih,14-5-0 (W-L-D),Featherweight,
Diego Saraiva,9-6-1 (W-L-D),Lightweight,"""The Octopus"""
Ulka Sasaki,20-6-2 (W-L-D),Flyweight,
Yuki Sasaki,20-12-1 (W-L-D),Middleweight,
Paul Sass,13-2-0 (W-L-D),Lightweight,
Keisuke Sasu,1-2-0 (W-L-D),Featherweight,"""“Sasuke”"""
Takashi Sato,16-8-0 (W-L-D),Welterweight,"""Ten"""
Takenori Sato,17-10-7 (W-L-D),Welterweight,
Uran Satybaldiev,9-1-0 (W-L-D),Light Heavyweight,"""Gorilla"""
Townsend Saunders,0-0-0 (W-L-D),Lightweight,
Chris Saunders,9-3-0 (W-L-D),Lightweight,
Ben Saunders,22-13-2 (W-L-D),Welterweight,"""Killa B"""
Matt Sayles,8-4-0 (W-L-D),Lightweight,
Brandon Sayles,0-0-0 (W-L-D),Heavyweight,
Mark Scanlon,7-1-0 (W-L-D),Welterweight,
Eric Schafer,14-7-2 (W-L-D),Middleweight,"""Red"""
Kerry Schall,19-7-0 (W-L-D),Heavyweight,"""Meat Truck"""
Brendan Schaub,11-5-0 (W-L-D),Heavyweight,"""Big Brown"""
Matheus Scheffel,0-1-0 (W-L-D),Light Heavyweight,
Fabiano Scherner,5-3-0 (W-L-D),Heavyweight,"""Pegaleve"""
Samy Schiavo,10-6-0 (W-L-D),Lightweight,"""The Dog"""
Pat Schilling,5-2-0 (W-L-D),Featherweight,"""Thrilling"""
Semmy Schilt,26-9-1 (W-L-D),Heavyweight,"""The Viking"""
Matt Schnell,17-9-0 (W-L-D),Flyweight,"""Danger"""
Josh Schockman,7-0-0 (W-L-D),Heavyweight,"""The War Hammer"""
Alex Schoenauer,17-9-0 (W-L-D),Middleweight,
Darrill Schoonover,10-1-0 (W-L-D),Heavyweight,"""The Boss"""
Nate Schroeder,0-0-0 (W-L-D),Heavyweight,
Mark Schultz,1-0-0 (W-L-D),N/A,
Justin Scoggins,11-5-0 (W-L-D),Flyweight,
Bradley Scott,12-6-0 (W-L-D),Welterweight,"""Bear"""
Zach Scroggin,7-1-0 (W-L-D),Welterweight,
Neil Seery,16-13-0 (W-L-D),Flyweight,"""2Tap"""
Tetsuya Seki,0-0-0 (W-L-D),Lightweight,
Stefan Sekulic,12-4-0 (W-L-D),Welterweight,
Pete Sell,8-6-0 (W-L-D),Welterweight,"""Drago"""
Matthew Semelsberger,11-8-0 (W-L-D),Welterweight,"""Semi the Jedi"""
Andrei Semenov,21-3-0 (W-L-D),Middleweight,
Mackens Semerzier,8-4-0 (W-L-D),Featherweight,"""Da Menace"""
YeDam Seo,0-2-0 (W-L-D),Women's Strawweight,
Ivan Serati,10-3-0 (W-L-D),Light Heavyweight,"""Il Terribile"""
Alex Serdyukov,12-5-0 (W-L-D),Welterweight,"""The Russian Crusher"""
Nick Serra,0-0-0 (W-L-D),Welterweight,
Matt Serra,17-7-0 (W-L-D),Welterweight,"""The Terror"""
Fredy Serrano,3-2-0 (W-L-D),Flyweight,"""El Profe"""
Adrian Serrano,0-0-0 (W-L-D),Welterweight,
Igor Severino,8-1-0 (W-L-D),Flyweight,
Dan Severn,70-13-7 (W-L-D),Heavyweight,"""The Beast"""
Rosi Sexton,13-4-0 (W-L-D),Women's Bantamweight,"""The Surgeon """
Edmen Shahbazyan,15-5-0 (W-L-D),Middleweight,"""The Golden Boy"""
Leon Shahbazyan,7-1-0 (W-L-D),Welterweight,
Don Shainis,12-5-0 (W-L-D),Featherweight,"""Shameless"""
Liliya Shakirova,8-2-0 (W-L-D),Women's Flyweight,
Kamal Shalorus,7-3-2 (W-L-D),Lightweight,"""Prince of Persia"""
Ken Shamrock,26-11-2 (W-L-D),Light Heavyweight,"""The World's Most Dangerous Man"""
Frank Shamrock,0-0-0 (W-L-D),Middleweight,
Sean Sharaf,4-1-0 (W-L-D),Heavyweight,"""The Smoke"""
Eric Shelton,12-6-0 (W-L-D),Flyweight,"""Showtime"""
Sean Sherk,38-4-1 (W-L-D),Lightweight,"""Muscle Shark"""
Chase Sherman,16-12-0 (W-L-D),Heavyweight,"""The Vanilla Gorilla """
Valentina Shevchenko,25-4-1 (W-L-D),Women's Flyweight,"""Bullet"""
Antonina Shevchenko,10-4-0 (W-L-D),Women's Flyweight,"""La Pantera"""
Ming Shi,17-5-0 (W-L-D),Women's Strawweight,
Jake Shields,29-7-1 (W-L-D),Welterweight,
Henrique Shiguemoto,0-1-0 (W-L-D),Middleweight,
Shunichi Shimizu,28-9-10 (W-L-D),Bantamweight,"""RollingStar"""
Wade Shipp,4-2-0 (W-L-D),Heavyweight,"""The Nightmare"""
Josh Shockley,11-4-0 (W-L-D),Lightweight,
Liudvik Sholinian,9-4-0 (W-L-D),Bantamweight,
Jack Shore,17-3-0 (W-L-D),Featherweight,"""Tank"""
Ivan Shtyrkov,16-0-1 (W-L-D),Light Heavyweight,"""Ural Hulk"""
Ronal Siahaan,0-1-0 (W-L-D),Flyweight,
Sam Sicilia,15-8-0 (W-L-D),Featherweight,
Serhiy Sidey,12-2-0 (W-L-D),Bantamweight,
Steven Siler,23-13-0 (W-L-D),Featherweight,"""Super"""
Mayra Bueno Silva,10-5-1 (W-L-D),Women's Flyweight,"""Sheetara"""
Bruno Silva,14-7-2 (W-L-D),Flyweight,"""Bulldog"""
Gabriel Silva,7-2-0 (W-L-D),Bantamweight,
Wagner Silva,3-3-0 (W-L-D),Welterweight,"""Wagnão"""
Claudio Silva,14-4-0 (W-L-D),Welterweight,"""Hannibal"""
Leandro Silva,19-4-1 (W-L-D),Lightweight,"""Buscape"""
Joaquim Silva,13-6-0 (W-L-D),Lightweight,"""Netto BJJ"""
Felipe Silva,8-2-0 (W-L-D),Lightweight,
Wanderlei Silva,35-12-1 (W-L-D),Light Heavyweight,"""The Axe Murderer"""
Jay Silva,5-3-0 (W-L-D),Middleweight,
Anderson Silva,34-11-0 (W-L-D),Middleweight,"""The Spider"""
Assuerio Silva,32-4-0 (W-L-D),Heavyweight,
Antonio Silva,19-10-0 (W-L-D),Heavyweight,"""Bigfoot"""
Erick Silva,19-9-0 (W-L-D),Welterweight,"""The Tiger"""
Danny Silva,10-1-0 (W-L-D),Featherweight,"""El Puma """
Jhonata Silva,0-1-0 (W-L-D),Flyweight,
Janaina Silva,0-1-0 (W-L-D),Women's Strawweight,
Erik Silva,9-3-0 (W-L-D),Featherweight,"""The King"""
Natalia Silva,19-5-1 (W-L-D),Women's Flyweight,
Jacob Silva,0-2-0 (W-L-D),Flyweight,
Karine Silva,18-5-0 (W-L-D),Women's Flyweight,"""Killer"""
Maria Silva,1-1-0 (W-L-D),Women's Strawweight,
Jansey Silva,0-1-0 (W-L-D),Middleweight,
Jean Silva,16-2-0 (W-L-D),Featherweight,"""Lord"""
Douglas Silva de Andrade,29-6-0 (W-L-D),Bantamweight,"""D Silva"""
Elias Silverio,11-2-0 (W-L-D),Lightweight,"""Xuxu"""
Jamey Simmons,7-4-0 (W-L-D),Bantamweight,"""The Afro Samurai"""
Ricky Simon,22-6-0 (W-L-D),Bantamweight,
Aaron Simpson,11-4-0 (W-L-D),Welterweight,"""A-Train"""
Everett Sims,4-1-0 (W-L-D),Heavyweight,
Tony Sims,12-4-0 (W-L-D),Lightweight,
Wes Sims,22-12-1 (W-L-D),Heavyweight,"""The Project"""
Lodune Sincaid,0-0-0 (W-L-D),Middleweight,
Rory Singer,12-7-0 (W-L-D),Middleweight,"""Outburst"""
Arjan Singh Bhullar,9-1-0 (W-L-D),Heavyweight,
Elvis Sinosic,8-11-2 (W-L-D),Light Heavyweight,"""The King of Rock n Rumble"""
Mitchell Sipe,4-1-0 (W-L-D),Heavyweight,"""The Sniper"""
Gian Siqueira,0-1-0 (W-L-D),Welterweight,
Jeremia Siregar,0-1-0 (W-L-D),Flyweight,
Dennis Siver,23-11-0 (W-L-D),Featherweight,
Chas Skelly,19-3-0 (W-L-D),Featherweight,"""The Scrapper"""
Kimbo Slice,4-2-0 (W-L-D),Heavyweight,
Joe Slick,0-0-0 (W-L-D),Middleweight,
Devonte Smith,11-4-0 (W-L-D),Lightweight,"""King Kage"""
Cole Smith,7-2-0 (W-L-D),Bantamweight,"""The Cole Train"""
Jacobe Smith,11-0-0 (W-L-D),Welterweight,"""Cobe"""
Leslie Smith,10-7-1 (W-L-D),Women's Bantamweight,"""The Peacemaker"""
Anthony Smith,38-22-0 (W-L-D),Light Heavyweight,"""Lionheart"""
Patrick Smith,4-2-0 (W-L-D),Heavyweight,
Scott Smith,0-0-0 (W-L-D),Middleweight,"""Hands of Steel"""
Maurice Smith,0-0-0 (W-L-D),Heavyweight,"""Mo"""
Elijah Smith,8-1-0 (W-L-D),Bantamweight,"""Swift"""
Colton Smith,6-4-0 (W-L-D),Lightweight,
Trevor Smith,15-10-0 (W-L-D),Middleweight,"""Hot Sauce"""
Gilbert Smith,5-2-0 (W-L-D),Middleweight,"""Jamal"""
Braxton Smith,5-2-0 (W-L-D),Heavyweight,"""The Beautiful Monster"""
Michael Smith,0-0-0 (W-L-D),Welterweight,"""Slap Jesus"""
Nate Smith,0-1-0 (W-L-D),Flyweight,
Dmitrii Smoliakov,9-3-0 (W-L-D),Heavyweight,"""The Lifeguard"""
Louis Smolka,17-9-0 (W-L-D),Bantamweight,"""Da Last Samurai"""
Cameron Smotherman,12-6-0 (W-L-D),Bantamweight,"""The Baby-Faced Killa"""
Shimon Smotritsky,0-2-0 (W-L-D),Welterweight,"""The Assassin"""
Richie Smullen,3-1-1 (W-L-D),Lightweight,
Devin Smyth,0-0-0 (W-L-D),Welterweight,
Peter Sobotta,17-6-1 (W-L-D),Welterweight,
Renato Sobral,27-7-0 (W-L-D),Light Heavyweight,"""Babalu"""
Rameau Sokoudjou,5-3-0 (W-L-D),Light Heavyweight,"""The African Assassin"""
Alexander Soldatkin,0-1-0 (W-L-D),Heavyweight,
Joe Solecki,13-6-0 (W-L-D),Lightweight,
Jin Soo Son,9-4-0 (W-L-D),Lightweight,
Joe Son,0-0-0 (W-L-D),N/A,
Emrah Sonmez,0-1-0 (W-L-D),Featherweight,
Benardo Sopaj,12-3-0 (W-L-D),Bantamweight,"""Lion King"""
Emiliano Sordi,16-7-0 (W-L-D),Light Heavyweight,"""He-Man"""
Punahele Soriano,11-4-0 (W-L-D),Welterweight,"""Puna"""
Sean Soriano,14-8-0 (W-L-D),Featherweight,
Dmitry Sosnovskiy,10-0-0 (W-L-D),Heavyweight,
Ben Sosoli,0-1-0 (W-L-D),Heavyweight,"""Combat Wombat"""
Krzysztof Soszynski,22-13-1 (W-L-D),Light Heavyweight,"""The Polish Experiment"""
George Sotiropoulos,14-6-0 (W-L-D),Lightweight,
Joe Soto,18-7-0 (W-L-D),Bantamweight,
Greg Soto,8-2-0 (W-L-D),Welterweight,
Alex Soto,6-2-1 (W-L-D),Bantamweight,"""Extremo"""
Andre Soukhamthath,13-8-0 (W-L-D),Bantamweight,"""The Asian Sensation"""
Mario Sousa,1-2-0 (W-L-D),Middleweight,"""Coração Valente"""
Bobby Southworth,0-0-0 (W-L-D),Light Heavyweight,
Kevin Souza,19-4-0 (W-L-D),Featherweight,
Ronaldo Souza,26-10-0 (W-L-D),Middleweight,"""Jacare"""
Livinha Souza,14-4-0 (W-L-D),Women's Strawweight,"""The Brazilian Gangsta"""
Willian Souza,0-0-0 (W-L-D),Bantamweight,
Bruno Souza,10-3-0 (W-L-D),Featherweight,"""The Tiger"""
Ketlen Souza,15-5-0 (W-L-D),Women's Strawweight,"""Esquentadinha"""
Chris Spang,5-2-0 (W-L-D),Welterweight,"""The Kiss"""
Andreas Spang,0-0-0 (W-L-D),Heavyweight,
Ryan Spann,22-11-0 (W-L-D),Heavyweight,"""Superman"""
Tommy Speer,9-3-0 (W-L-D),Welterweight,"""The Farmboy"""
Felicia Spencer,9-3-0 (W-L-D),Women's Featherweight,"""FeeNom"""
Sean Spencer,12-6-0 (W-L-D),Welterweight,
Eric Spicely,12-6-0 (W-L-D),Middleweight,"""Zebrinha"""
Daniel Spitz,6-3-0 (W-L-D),Heavyweight,"""Daddy Long Legs"""
Serghei Spivac,17-6-0 (W-L-D),Heavyweight,"""Polar Bear"""
Daniel Spohn,16-5-0 (W-L-D),Light Heavyweight,"""Dragon"""
Pete Spratt,16-8-0 (W-L-D),Welterweight,"""The Secret Weapon"""
Austin Springer,10-4-0 (W-L-D),Featherweight,
Georges St-Pierre,26-2-0 (W-L-D),Middleweight,"""Rush"""
Andreas Stahl,9-2-0 (W-L-D),Welterweight,"""Real Steel"""
Ron Stallings,13-8-0 (W-L-D),Middleweight,"""ChoirBoy"""
Cody Stamann,21-8-1 (W-L-D),Bantamweight,"""Spartan"""
Cristina Stanciu,5-2-0 (W-L-D),Women's Strawweight,"""Barbie"""
Brian Stann,12-6-0 (W-L-D),Middleweight,"""All American"""
Joshua Stansbury,8-5-0 (W-L-D),Light Heavyweight,"""The Sandman"""
Dion Staring,0-0-0 (W-L-D),Heavyweight,"""Soldier"""
Clifford Starks,8-2-0 (W-L-D),Middleweight,
Kalib Starnes,10-4-1 (W-L-D),Middleweight,
Laureano Staropoli,9-5-0 (W-L-D),Middleweight,"""Pepi"""
Damian Stasiak,10-6-0 (W-L-D),Bantamweight,"""Webster"""
Dominique Steele,14-9-0 (W-L-D),Welterweight,"""“Non-Stop Action-Packed” Dom T. Steele"""
Kody Steele,7-1-0 (W-L-D),Lightweight,
Ricky Steele,0-0-0 (W-L-D),Bantamweight,
Alex Steibling,0-0-0 (W-L-D),Middleweight,
Steve Steinbeiss,4-4-0 (W-L-D),Middleweight,"""The Hooligan"""
Dmitrei Stepanov,0-0-0 (W-L-D),Heavyweight,
Jeremy Stephens,28-20-0 (W-L-D),Lightweight,"""Lil' Heathen"""
Aljamain Sterling,24-5-0 (W-L-D),Featherweight,"""Funk Master"""
Joe Stevenson,36-14-0 (W-L-D),Featherweight,"""Daddy"""
Maia Stevenson,6-5-0 (W-L-D),Women's Strawweight,
Kyle Stewart,8-2-0 (W-L-D),Welterweight,"""Gunz Up"""
Darren Stewart,12-8-0 (W-L-D),Light Heavyweight,"""The Dentist"""
Navajo Stirling,7-0-0 (W-L-D),Light Heavyweight,
Dan Stittgen,7-3-0 (W-L-D),Welterweight,"""The Anvil"""
Lazar Stojadinovic,12-6-0 (W-L-D),Featherweight,
Denis Stojnic,12-3-0 (W-L-D),Heavyweight,"""The Menace"""
Julija Stoliarenko,11-9-2 (W-L-D),Women's Flyweight,
Dustin Stoltzfus,16-7-0 (W-L-D),Middleweight,
Niklas Stolze,0-3-0 (W-L-D),Lightweight,"""Green Mask"""
Ken Stone,11-4-0 (W-L-D),Bantamweight,
Rick Story,19-9-0 (W-L-D),Welterweight,"""The Horror"""
Darko Stosic,13-4-0 (W-L-D),Light Heavyweight,
Greg Stott,0-0-0 (W-L-D),Heavyweight,
Sam Stout,21-12-1 (W-L-D),Lightweight,"""Hands of Stone"""
Curtis Stout,0-0-0 (W-L-D),Middleweight,
Jesse Strader,5-3-0 (W-L-D),Bantamweight,"""Sui Generis"""
Dave Strasser,22-4-4 (W-L-D),Welterweight,
Gerald Strebendt,7-3-0 (W-L-D),Lightweight,
Sean Strickland,29-7-0 (W-L-D),Middleweight,
Mark Striegl,18-4-0 (W-L-D),Featherweight,"""Mugen"""
Hans Stringer,22-7-3 (W-L-D),Light Heavyweight,
Stefan Struve,33-13-0 (W-L-D),Heavyweight,"""Skyscraper"""
Josh Stuart,0-0-0 (W-L-D),Lightweight,
Mike Stumpf,11-4-0 (W-L-D),Welterweight,
Tatiana Suarez,11-1-0 (W-L-D),Women's Strawweight,
Vineesh Subrahmanyan,0-0-0 (W-L-D),Light Heavyweight,"""Vini"""
Genki Sudo,13-3-1 (W-L-D),Lightweight,"""The Neo Samurai"""
Lukasz Sudolski,0-1-0 (W-L-D),Light Heavyweight,
George Sullivan,17-7-0 (W-L-D),Welterweight,"""The Silencer"""
Amar Suloev,36-6-0 (W-L-D),Middleweight,
Justin Sumter,7-2-0 (W-L-D),Middleweight,"""The Fort"""
Rama Supandhi,0-1-0 (W-L-D),Flyweight,
Joel Sutton,0-0-0 (W-L-D),N/A,
Danilo Suzart,0-1-0 (W-L-D),Heavyweight,
Martin Svensson,14-6-0 (W-L-D),Lightweight,"""Big Swede"""
Daniel Swain,20-10-1 (W-L-D),Featherweight,
Cub Swanson,30-14-0 (W-L-D),Featherweight,
Evan Sweesy,0-0-0 (W-L-D),Light Heavyweight,"""Showtime Swees"""
Mike Swick,15-6-0 (W-L-D),Welterweight,"""Quick"""
Floyd Sword,14-2-0 (W-L-D),Middleweight,
Oumar Sy,11-1-0 (W-L-D),Light Heavyweight,
Klaudia Syguła,7-2-0 (W-L-D),Women's Bantamweight,
Bentley Syler,5-1-0 (W-L-D),Flyweight,"""Dr. Bolivia"""
Kevin Syler,10-1-0 (W-L-D),Lightweight,"""El Nino Bala"""
Tim Sylvia,26-4-0 (W-L-D),Heavyweight,"""The Maine-iac"""
Kevin Szaflarski,0-1-0 (W-L-D),Heavyweight,
Eugenio Tadeu,0-0-0 (W-L-D),Lightweight,
Justin Tafa,7-5-0 (W-L-D),Heavyweight,"""Bad Man"""
Junior Tafa,6-3-0 (W-L-D),Light Heavyweight,"""The Juggernaut"""
Khalid Taha,13-5-0 (W-L-D),Bantamweight,"""The Warrior"""
Tatsuro Taira,16-1-0 (W-L-D),Flyweight,
Mairbek Taisumov,27-6-0 (W-L-D),Lightweight,"""Beckan"""
Yoshiki Takahashi,0-0-0 (W-L-D),Lightweight,
Daiju Takase,0-0-0 (W-L-D),Welterweight,
Oleg Taktarov,0-0-0 (W-L-D),N/A,
Montrel Talbert,0-0-0 (W-L-D),Middleweight,"""Bone"""
Payton Talbott,10-1-0 (W-L-D),Bantamweight,
Nordine Taleb,15-7-0 (W-L-D),Welterweight,
Murtaza Talha,0-1-0 (W-L-D),Light Heavyweight,
Akitoshi Tamura,0-0-0 (W-L-D),Lightweight,"""The Ironman"""
Issei Tamura,7-4-0 (W-L-D),Bantamweight,
Jason Tan,6-3-0 (W-L-D),Welterweight,
Michinori Tanaka,11-3-0 (W-L-D),Bantamweight,
Evan Tanner,34-8-0 (W-L-D),Middleweight,
Miesha Tate,20-10-0 (W-L-D),Women's Bantamweight,"""Cupcake"""
Thiago Tavares,24-7-1 (W-L-D),Featherweight,
Brad Tavares,21-11-0 (W-L-D),Middleweight,
Ramon Taveras,10-3-0 (W-L-D),Bantamweight,"""The Savage"""
Danielle Taylor,9-4-0 (W-L-D),Women's Strawweight,"""Dynamite"""
Jesse Taylor,32-15-0 (W-L-D),Middleweight,"""JT Money"""
Paul Taylor,11-6-1 (W-L-D),Lightweight,"""Relentless"""
James Te Huna,18-9-0 (W-L-D),Middleweight,
Shawn Teed,5-2-0 (W-L-D),Heavyweight,
Glover Teixeira,33-9-0 (W-L-D),Light Heavyweight,
John Teixeira,13-1-1 (W-L-D),Featherweight,"""Macapa"""
Tallison Teixeira,8-0-0 (W-L-D),Heavyweight,"""Xicao"""
Tra Telligman,16-4-0 (W-L-D),Heavyweight,"""Trauma"""
Ramazan Temirov,19-3-0 (W-L-D),Flyweight,"""Temurlan"""
Taneisha Tennant,5-1-0 (W-L-D),Women's Featherweight,
David Terrell,10-2-0 (W-L-D),Middleweight,"""The Soul Assassin"""
James Terry,0-0-0 (W-L-D),Lightweight,"""Intensity"""
Testy Test,0-0-0 (W-L-D),Heavyweight,"""Testy"""
Daniel Teymur,7-4-0 (W-L-D),Featherweight,"""Kid Dynamite"""
David Teymur,8-2-0 (W-L-D),Lightweight,
Motonobu Tezuka,19-6-4 (W-L-D),Bantamweight,
Jason Thacker,0-0-0 (W-L-D),Middleweight,
Alexia Thainara,12-1-0 (W-L-D),Women's Strawweight,"""Burguesinha"""
Brandon Thatch,11-5-0 (W-L-D),Welterweight,"""Rukus"""
Elias Theodorou,17-3-0 (W-L-D),Middleweight,"""The Spartan"""
Paulo Thiago,15-8-0 (W-L-D),Welterweight,
Colby Thicknesse,7-1-0 (W-L-D),Bantamweight,"""Slickness"""
Ryan Thomas,13-3-0 (W-L-D),Welterweight,"""The Tank Engine"""
Din Thomas,23-9-0 (W-L-D),Lightweight,
Timothy Thomas,0-0-0 (W-L-D),Heavyweight,"""The Gorilla"""
Nick Thompson,23-9-0 (W-L-D),Welterweight,"""The Goat"""
Oli Thompson,9-4-0 (W-L-D),Heavyweight,
Stephen Thompson,17-8-1 (W-L-D),Welterweight,"""Wonderboy"""
Josh Thomson,20-8-0 (W-L-D),Lightweight,"""The Punk"""
Simeon Thoresen,17-4-1 (W-L-D),Welterweight,"""The Grin"""
Gleison Tibau,40-14-0 (W-L-D),Lightweight,
Nolan Ticman,4-3-0 (W-L-D),Flyweight,
Darren Till,18-5-1 (W-L-D),Middleweight,"""The Gorilla"""
Denis Tiuliulin,11-10-0 (W-L-D),Middleweight,
Andrew Todhunter,8-0-0 (W-L-D),Welterweight,"""The Sniper"""
Duško Todorović,12-6-0 (W-L-D),Middleweight,"""Thunder"""
Tuco Tokkos,10-5-0 (W-L-D),Light Heavyweight,
Puja Tomar,9-5-0 (W-L-D),Women's Strawweight,"""Cyclone"""
Tyler Toner,11-3-0 (W-L-D),Featherweight,"""Thunder"""
James Toney,0-1-0 (W-L-D),Heavyweight,"""Lights Out"""
Ilia Topuria,17-0-0 (W-L-D),Lightweight,"""El Matador"""
Aleksandre Topuria,6-1-0 (W-L-D),Bantamweight,"""El Conquistador"""
Alex Torres,2-2-0 (W-L-D),Featherweight,"""Rolo"""
Miguel Angel Torres,39-5-0 (W-L-D),Bantamweight,
Anthony Torres,5-1-0 (W-L-D),Welterweight,"""The Crush"""
Jose Torres,8-1-0 (W-L-D),Flyweight,"""Shorty"""
Ronys Torres,18-3-0 (W-L-D),Lightweight,"""Jungle Boy"""
Manuel Torres,16-3-0 (W-L-D),Lightweight,"""El Loco"""
Desmond Torres,0-0-0 (W-L-D),Bantamweight,
Salim Touahri,10-4-0 (W-L-D),Welterweight,"""Grizzly"""
Dequan Townsend,21-12-0 (W-L-D),Middleweight,"""The Tarantula"""
Slim Trabelsi,0-0-0 (W-L-D),Heavyweight,
Tiago Trator,20-6-2 (W-L-D),Featherweight,
Roberto Traven,4-1-0 (W-L-D),Heavyweight,
Francisco Trevino,12-2-0 (W-L-D),Lightweight,"""Sitkayan"""
Angelo Trevino,7-2-0 (W-L-D),Welterweight,
Frank Trigg,19-8-0 (W-L-D),Welterweight,"""Twinkle Toes"""
Francisco Trinaldo,28-9-0 (W-L-D),Welterweight,"""Massaranduba"""
Michael Trizano,11-3-0 (W-L-D),Featherweight,"""The Lone Wolf"""
Antonio Trocoli,12-5-0 (W-L-D),Middleweight,"""Malvado"""
Tor Troeng,16-7-1 (W-L-D),Middleweight,"""The Hammer"""
Abel Trujillo,15-8-0 (W-L-D),Lightweight,"""Killa"""
Arman Tsarukyan,22-3-0 (W-L-D),Lightweight,"""Ahalkalakets"""
Rei Tsuruya,10-2-0 (W-L-D),Flyweight,
Chris Tuchscherer,18-4-0 (W-L-D),Heavyweight,"""The Crowbar"""
Jon Tuck,10-5-0 (W-L-D),Lightweight,"""The Super Saiyan"""
Gavin Tucker,13-3-0 (W-L-D),Featherweight,"""Guv'nor"""
Jumabieke Tuerxun,17-3-0 (W-L-D),Bantamweight,"""Leopard"""
Tai Tuivasa,15-8-0 (W-L-D),Heavyweight,"""Bam Bam"""
Zubaira Tukhugov,20-6-1 (W-L-D),Lightweight,"""Warrior"""
Teila Tuli,0-1-0 (W-L-D),N/A,
Marco Tulio,14-1-0 (W-L-D),Middleweight,"""Matuto"""
Nyamjargal Tumendemberel,8-1-0 (W-L-D),Flyweight,"""Art of Knockout"""
Albert Tumenov,17-4-0 (W-L-D),Welterweight,"""Einstein"""
Ricky Turcios,13-5-0 (W-L-D),Bantamweight,
Anton Turkalj,8-4-0 (W-L-D),Light Heavyweight,"""The Pleasure Man """
Wellington Turman,18-8-0 (W-L-D),Welterweight,"""The Prodigy"""
